Airline,Source,Destination,Total_Stops,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Duration_hours,Duration_mins,Arrival_hour,Arrival_min,Price
Jet Airways,Banglore,New_Delhi,1,12,3,22,55,13,30,12,25,13817
Jet Airways,Kolkata,Banglore,1,24,5,9,35,8,25,18,0,14151
Multiple carriers,Delhi,Cochin,1,6,3,10,45,8,30,19,15,15077
Multiple carriers,Delhi,Cochin,1,12,6,9,0,10,0,19,0,12192
SpiceJet,Mumbai,Hyderabad,0,21,5,13,15,1,30,14,45,1965
IndiGo,Chennai,Kolkata,0,18,5,7,55,2,20,10,15,3850
IndiGo,Mumbai,Hyderabad,0,1,6,16,55,1,30,18,25,3175
Jet Airways,Banglore,Delhi,0,21,5,18,55,3,5,22,0,7229
Jet Airways,Delhi,Cochin,1,27,5,19,15,23,45,19,0,16079
IndiGo,Mumbai,Hyderabad,0,27,3,9,10,1,30,10,40,4392
Jet Airways,Banglore,New_Delhi,1,18,3,18,40,6,5,0,45,54826
Jet Airways,Delhi,Cochin,2,15,6,9,40,9,20,19,0,10368
Jet Airways,Delhi,Cochin,1,27,5,22,50,20,10,19,0,12898
Air India,Kolkata,Banglore,2,1,5,16,45,19,45,12,30,14960
IndiGo,Delhi,Cochin,1,27,5,8,35,13,55,22,30,6442
SpiceJet,Chennai,Kolkata,0,21,5,8,20,2,15,10,35,3597
Jet Airways,Delhi,Cochin,2,6,6,11,40,7,20,19,0,18804
Vistara,Delhi,Cochin,0,15,3,6,0,3,10,9,10,6111
IndiGo,Delhi,Cochin,0,9,6,21,5,3,15,0,20,6015
Air India,Banglore,Delhi,0,18,5,13,20,2,50,16,10,6121
Jet Airways,Kolkata,Banglore,1,24,5,10,20,7,15,17,35,6287
Jet Airways,Banglore,Delhi,0,9,5,15,15,2,55,18,10,7229
IndiGo,Delhi,Cochin,1,12,6,8,35,7,35,16,10,6442
Jet Airways,Banglore,Delhi,0,27,4,15,15,2,55,18,10,4544
Air India,Kolkata,Banglore,2,12,6,9,25,28,20,13,45,11542
Jet Airways,Delhi,Cochin,1,21,5,19,45,8,40,4,25,16079
Multiple carriers,Delhi,Cochin,1,27,3,7,5,9,5,16,10,6076
Air India,Kolkata,Banglore,2,1,4,10,0,15,20,1,20,10408
Air India,Delhi,Cochin,2,27,3,5,55,37,20,19,15,8446
GoAir,Banglore,New_Delhi,0,1,3,7,45,2,55,10,40,13663
Air India,Delhi,Cochin,1,15,5,20,30,11,45,8,15,10671
Air Asia,Banglore,Delhi,0,18,6,23,55,2,50,2,45,3383
Multiple carriers,Delhi,Cochin,1,9,5,10,20,15,10,1,30,9021
Multiple carriers,Delhi,Cochin,1,18,5,9,0,10,15,19,15,14533
Jet Airways,Delhi,Cochin,2,6,6,11,45,16,40,4,25,11992
IndiGo,Chennai,Kolkata,0,12,5,13,15,2,20,15,35,3597
IndiGo,Banglore,Delhi,0,9,6,1,30,2,45,4,15,4077
Multiple carriers,Delhi,Cochin,1,12,6,7,5,9,5,16,10,9646
SpiceJet,Kolkata,Banglore,0,1,4,22,20,2,20,0,40,3873
Jet Airways,Delhi,Cochin,2,9,5,19,10,23,50,19,0,15129
IndiGo,Delhi,Cochin,1,9,6,17,30,8,0,1,30,6104
Jet Airways,Delhi,Cochin,2,6,3,19,10,33,15,4,25,16022
Jet Airways,Banglore,New_Delhi,1,9,3,9,45,14,45,0,30,10562
Air India,Delhi,Cochin,1,9,3,6,5,27,20,9,25,10945
SpiceJet,Kolkata,Banglore,0,27,5,9,0,2,25,11,25,3873
Jet Airways,Mumbai,Hyderabad,0,27,3,2,55,1,30,4,25,1840
IndiGo,Delhi,Cochin,1,3,3,4,55,7,5,12,0,9585
Jet Airways,Mumbai,Hyderabad,0,18,5,19,35,1,30,21,5,3210
IndiGo,Delhi,Cochin,1,9,5,15,10,4,50,20,0,6147
Jet Airways,Kolkata,Banglore,1,9,5,17,0,6,35,23,35,7341
Air India,Delhi,Cochin,1,21,5,9,0,10,15,19,15,8372
Multiple carriers,Delhi,Cochin,1,27,6,7,30,11,30,19,0,10877
Air India,Delhi,Cochin,2,9,5,22,0,21,15,19,15,10441
IndiGo,Delhi,Cochin,1,6,3,4,45,16,15,21,0,13611
Jet Airways,Banglore,New_Delhi,1,9,3,8,55,25,50,10,45,11087
Jet Airways,Delhi,Cochin,1,27,3,19,15,24,30,19,45,5963
IndiGo,Chennai,Kolkata,0,24,5,13,15,2,20,15,35,3597
Jet Airways,Kolkata,Banglore,1,12,6,18,55,15,10,10,5,8529
Multiple carriers,Delhi,Cochin,1,12,6,4,55,14,5,19,0,10678
IndiGo,Delhi,Cochin,1,27,3,8,25,12,35,21,0,8285
Jet Airways,Delhi,Cochin,1,12,6,2,15,10,20,12,35,18371
Jet Airways,Kolkata,Banglore,1,6,6,20,25,13,20,9,45,12692
IndiGo,Banglore,Delhi,0,24,4,6,5,2,45,8,50,4423
Jet Airways,Banglore,Delhi,0,9,6,19,50,3,0,22,50,7229
IndiGo,Banglore,New_Delhi,0,3,3,23,30,2,50,2,20,6144
Jet Airways,Delhi,Cochin,2,1,6,6,45,21,40,4,25,10919
IndiGo,Kolkata,Banglore,0,27,3,21,25,2,40,0,5,4148
SpiceJet,Banglore,New_Delhi,0,24,3,20,30,2,50,23,20,3873
Jet Airways,Delhi,Cochin,2,21,3,9,40,9,10,18,50,11702
IndiGo,Delhi,Cochin,1,6,3,17,10,8,25,1,35,14871
Air India,Banglore,New_Delhi,2,18,3,6,45,28,25,11,10,11234
IndiGo,Delhi,Cochin,1,6,6,14,20,8,10,22,30,6938
IndiGo,Delhi,Cochin,1,12,6,8,30,12,30,21,0,6093
IndiGo,Banglore,Delhi,0,15,5,10,10,2,50,13,0,3943
Jet Airways,Mumbai,Hyderabad,0,6,6,10,20,1,30,11,50,8040
Jet Airways,Delhi,Cochin,2,9,5,23,5,13,30,12,35,15129
SpiceJet,Chennai,Kolkata,0,9,5,17,45,2,20,20,5,3597
Vistara,Kolkata,Banglore,1,6,5,7,10,11,40,18,50,8610
Jet Airways,Kolkata,Banglore,1,1,5,17,0,6,35,23,35,13067
SpiceJet,Banglore,Delhi,0,9,5,9,30,2,50,12,20,4991
SpiceJet,Kolkata,Banglore,1,1,4,15,5,5,15,20,20,4649
SpiceJet,Chennai,Kolkata,0,18,5,8,20,2,15,10,35,3597
Jet Airways,Delhi,Cochin,1,21,5,8,0,11,0,19,0,12898
Jet Airways,Delhi,Cochin,2,27,3,6,20,37,25,19,45,9296
IndiGo,Banglore,New_Delhi,0,3,3,16,55,2,50,19,45,8855
Jet Airways,Delhi,Cochin,1,6,6,21,50,21,10,19,0,10262
IndiGo,Banglore,Delhi,0,24,6,6,5,2,45,8,50,3943
Multiple carriers,Delhi,Cochin,1,3,6,12,50,6,25,19,15,9001
Multiple carriers,Delhi,Cochin,1,18,5,10,20,15,10,1,30,7670
Multiple carriers,Delhi,Cochin,1,3,6,17,45,7,45,1,30,7530
IndiGo,Kolkata,Banglore,1,1,5,9,20,4,55,14,15,8443
SpiceJet,Delhi,Cochin,1,1,4,6,5,5,15,11,20,5351
Vistara,Delhi,Cochin,0,21,3,6,0,3,10,9,10,6688
Jet Airways,Banglore,New_Delhi,1,12,3,20,35,22,35,19,10,11087
Air India,Banglore,New_Delhi,2,15,3,5,50,30,15,12,5,7664
IndiGo,Kolkata,Banglore,1,15,4,15,15,5,15,20,30,4775
GoAir,Kolkata,Banglore,0,27,6,15,20,2,35,17,55,3514
Jet Airways,Delhi,Cochin,2,24,6,6,45,21,40,4,25,13376
Jet Airways,Delhi,Cochin,2,12,6,8,10,28,25,12,35,14300
Air India,Delhi,Cochin,1,27,6,20,40,12,45,9,25,7480
IndiGo,Mumbai,Hyderabad,0,12,5,21,20,1,30,22,50,2227
Air Asia,Delhi,Cochin,1,18,5,7,55,14,30,22,25,7452
Air Asia,Kolkata,Banglore,0,24,5,10,20,2,35,12,55,4409
Air India,Kolkata,Banglore,2,3,4,9,10,25,55,11,5,4647
SpiceJet,Chennai,Kolkata,0,21,3,9,30,2,35,12,5,3332
Air India,Delhi,Cochin,1,27,3,10,0,9,15,19,15,6902
Air Asia,Kolkata,Banglore,1,6,6,19,55,3,35,23,30,6857
Jet Airways,Delhi,Cochin,1,9,5,19,15,9,10,4,25,12373
Multiple carriers,Delhi,Cochin,1,15,6,11,40,7,20,19,0,11789
Air India,Delhi,Cochin,2,9,5,17,15,14,25,7,40,13039
Jet Airways,Banglore,New_Delhi,1,12,3,22,55,12,30,11,25,11087
Vistara,Kolkata,Banglore,1,18,5,20,20,27,5,23,25,9345
SpiceJet,Mumbai,Hyderabad,0,24,6,22,45,1,30,0,15,1965
IndiGo,Delhi,Cochin,1,3,6,7,30,13,30,21,0,6093
Jet Airways,Kolkata,Banglore,1,9,6,18,55,13,20,8,15,11841
Jet Airways,Kolkata,Banglore,1,9,5,21,10,12,55,10,5,9663
Jet Airways,Delhi,Cochin,1,6,6,19,15,23,45,19,0,14714
Jet Airways,Kolkata,Banglore,1,12,6,18,55,27,40,22,35,8529
IndiGo,Delhi,Cochin,1,6,4,7,35,4,35,12,10,5073
Jet Airways,Banglore,Delhi,0,24,4,7,10,3,0,10,10,7229
Air India,Delhi,Cochin,1,6,6,10,0,9,15,19,15,9194
Multiple carriers,Delhi,Cochin,1,12,6,11,40,7,20,19,0,11789
SpiceJet,Mumbai,Hyderabad,0,12,6,13,15,1,30,14,45,2017
Air India,Kolkata,Banglore,2,6,6,14,30,22,0,12,30,15894
IndiGo,Banglore,Delhi,0,9,5,1,30,2,45,4,15,3419
Jet Airways,Delhi,Cochin,2,9,6,5,30,22,55,4,25,10368
IndiGo,Delhi,Cochin,1,24,4,15,10,4,50,20,0,6027
Air India,Delhi,Cochin,1,18,5,20,40,12,45,9,25,7480
SpiceJet,Kolkata,Banglore,1,12,6,8,35,8,40,17,15,7189
Air India,Banglore,New_Delhi,0,15,3,10,0,2,45,12,45,7276
Jet Airways,Delhi,Cochin,1,6,3,11,30,16,55,4,25,15764
Jet Airways,Delhi,Cochin,1,6,6,19,15,9,10,4,25,14714
Multiple carriers,Delhi,Cochin,1,21,5,17,0,8,30,1,30,7888
Jet Airways,Delhi,Cochin,1,6,6,8,0,20,25,4,25,10262
Jet Airways,Delhi,Cochin,2,18,5,20,0,8,25,4,25,15318
Jet Airways,Kolkata,Banglore,1,1,5,10,20,7,15,17,35,5608
Jet Airways,Kolkata,Banglore,1,1,4,8,25,9,50,18,15,12681
Air India,Delhi,Cochin,2,6,3,17,15,16,10,9,25,9417
Multiple carriers,Delhi,Cochin,1,3,3,7,5,13,55,21,0,17057
Multiple carriers,Delhi,Cochin,1,27,3,13,0,8,0,21,0,12537
Air India,Delhi,Cochin,2,27,5,22,0,21,15,19,15,10651
Vistara,Delhi,Cochin,0,1,6,6,0,3,10,9,10,6741
Jet Airways,Kolkata,Banglore,1,24,5,20,0,26,35,22,35,10844
Air India,Delhi,Cochin,2,27,5,14,25,28,50,19,15,13381
IndiGo,Banglore,Delhi,0,6,4,6,5,2,45,8,50,4423
Jet Airways,Mumbai,Hyderabad,0,27,5,19,35,1,30,21,5,5678
Jet Airways,Delhi,Cochin,2,21,5,9,35,27,0,12,35,12719
IndiGo,Delhi,Cochin,1,1,6,7,35,4,35,12,10,5054
Air India,Delhi,Cochin,1,24,5,9,45,23,40,9,25,7480
Air India,Banglore,Delhi,0,3,6,17,0,2,45,19,45,6961
SpiceJet,Kolkata,Banglore,0,24,4,17,10,2,30,19,40,3841
IndiGo,Banglore,Delhi,0,3,6,21,15,3,0,0,15,3943
Jet Airways,Banglore,Delhi,0,3,5,8,20,3,0,11,20,7229
SpiceJet,Banglore,Delhi,0,15,5,9,30,2,50,12,20,4319
IndiGo,Banglore,Delhi,0,24,4,13,0,2,50,15,50,4423
Jet Airways,Delhi,Cochin,1,21,5,22,50,5,35,4,25,16079
Jet Airways,Banglore,Delhi,0,21,6,19,50,3,0,22,50,7754
Air India,Delhi,Cochin,2,1,6,13,15,20,10,9,25,10467
Jet Airways,Delhi,Cochin,1,3,6,17,30,19,5,12,35,14714
Air India,Kolkata,Banglore,1,1,5,16,45,28,20,21,5,7452
Air India,Delhi,Cochin,2,21,5,13,20,29,55,19,15,13276
Air India,Banglore,New_Delhi,2,1,3,8,50,25,45,10,35,31783
Air India,Chennai,Kolkata,0,1,5,11,40,2,15,13,55,4667
Jet Airways,Banglore,Delhi,0,15,6,15,15,2,55,18,10,7229
Jet Airways,Delhi,Cochin,2,15,6,18,25,18,10,12,35,14237
Multiple carriers,Delhi,Cochin,1,15,5,10,20,8,55,19,15,8266
Jet Airways,Delhi,Cochin,2,24,6,9,25,19,0,4,25,13882
IndiGo,Banglore,Delhi,0,6,5,20,0,2,50,22,50,4823
Air Asia,Banglore,Delhi,0,24,5,23,55,2,50,2,45,4483
Air India,Banglore,Delhi,0,12,6,6,10,2,45,8,55,6961
Jet Airways,Kolkata,Banglore,1,12,5,18,55,15,10,10,5,9663
Jet Airways,Delhi,Cochin,2,18,5,23,5,29,20,4,25,16704
IndiGo,Mumbai,Hyderabad,0,12,5,9,10,1,30,10,40,4049
SpiceJet,Chennai,Kolkata,0,24,3,8,20,2,15,10,35,3807
IndiGo,Delhi,Cochin,1,9,6,6,50,15,40,22,30,6442
Jet Airways,Banglore,New_Delhi,1,15,3,7,0,24,40,7,40,7832
IndiGo,Delhi,Cochin,1,24,6,8,35,13,55,22,30,6442
IndiGo,Banglore,Delhi,0,21,4,20,0,2,50,22,50,4823
Jet Airways,Banglore,New_Delhi,1,6,3,5,45,23,20,5,5,13555
GoAir,Delhi,Cochin,1,6,4,10,35,9,0,19,35,5135
Air Asia,Banglore,Delhi,0,15,5,23,55,2,50,2,45,3383
GoAir,Delhi,Cochin,1,15,6,7,25,6,10,13,35,5842
Jet Airways,Delhi,Cochin,2,18,5,13,25,15,0,4,25,16704
Air India,Kolkata,Banglore,1,1,5,16,50,15,5,7,55,8366
SpiceJet,Mumbai,Hyderabad,0,9,5,5,45,1,30,7,15,1965
SpiceJet,Kolkata,Banglore,0,6,6,17,10,2,30,19,40,3873
Jet Airways,Banglore,New_Delhi,1,1,3,8,0,12,20,20,20,27992
Multiple carriers,Delhi,Cochin,1,6,6,4,55,7,40,12,35,10678
Air India,Banglore,New_Delhi,1,21,3,8,50,14,25,23,15,6824
Air India,Delhi,Cochin,2,12,6,5,0,38,15,19,15,9443
Multiple carriers,Delhi,Cochin,1,21,3,7,5,12,10,19,15,13378
IndiGo,Banglore,Delhi,0,1,5,4,0,2,50,6,50,3943
IndiGo,Delhi,Cochin,1,18,5,11,25,9,35,21,0,7191
SpiceJet,Banglore,Delhi,0,27,6,5,55,2,40,8,35,3625
GoAir,Delhi,Cochin,1,27,5,7,25,6,10,13,35,6841
Jet Airways,Kolkata,Banglore,1,24,3,16,55,6,30,23,25,11134
Jet Airways,Kolkata,Banglore,1,6,6,18,55,25,50,20,45,14571
Air India,Banglore,New_Delhi,3,1,3,5,50,30,25,12,15,12346
Jet Airways,Banglore,Delhi,0,21,4,17,45,3,0,20,45,4544
Jet Airways,Delhi,Cochin,2,9,6,14,35,13,50,4,25,13376
Jet Airways,Banglore,New_Delhi,1,12,3,18,55,17,30,12,25,11087
SpiceJet,Kolkata,Banglore,0,3,3,9,0,2,30,11,30,5515
IndiGo,Kolkata,Banglore,0,27,6,4,40,2,35,7,15,4804
IndiGo,Chennai,Kolkata,0,12,6,13,15,2,20,15,35,3597
Multiple carriers,Delhi,Cochin,1,6,3,6,0,13,15,19,15,15353
Jet Airways,Kolkata,Banglore,1,12,6,6,30,9,50,16,20,9899
IndiGo,Banglore,New_Delhi,0,24,3,18,25,2,55,21,20,7303
Jet Airways,Banglore,New_Delhi,1,12,3,8,55,12,25,21,20,13817
Jet Airways,Delhi,Cochin,2,6,3,19,10,24,35,19,45,19329
Jet Airways,Delhi,Cochin,1,12,6,7,5,5,30,12,35,16289
Jet Airways,Kolkata,Banglore,1,15,5,18,55,15,10,10,5,9663
Air India,Delhi,Cochin,2,3,6,9,45,23,40,9,25,10975
Air Asia,Kolkata,Banglore,0,18,3,10,20,2,35,12,55,4384
Jet Airways,Delhi,Cochin,1,12,6,9,0,10,0,19,0,14714
Jet Airways,Delhi,Cochin,2,12,6,14,35,13,50,4,25,10919
Jet Airways,Kolkata,Banglore,1,21,5,14,5,14,35,4,40,14388
Multiple carriers,Delhi,Cochin,1,15,6,11,25,7,35,19,0,10877
Jet Airways,Delhi,Cochin,2,9,5,23,5,13,30,12,35,15129
IndiGo,Delhi,Cochin,1,6,5,7,30,13,30,21,0,7191
GoAir,Kolkata,Banglore,1,1,5,23,30,8,15,7,45,6686
Multiple carriers,Delhi,Cochin,1,3,6,12,50,12,40,1,30,7530
IndiGo,Delhi,Cochin,1,15,6,7,35,14,55,22,30,6442
Jet Airways,Delhi,Cochin,1,27,6,9,0,27,35,12,35,10262
Jet Airways,Banglore,New_Delhi,1,12,3,18,55,14,35,9,30,13817
Jet Airways,Kolkata,Banglore,1,12,6,14,5,9,30,23,35,13626
Jet Airways,Kolkata,Banglore,1,12,5,18,55,15,10,10,5,14388
IndiGo,Kolkata,Banglore,0,27,4,4,40,2,35,7,15,4804
IndiGo,Delhi,Cochin,0,21,3,14,30,3,5,17,35,5406
SpiceJet,Delhi,Cochin,1,3,4,17,55,4,55,22,50,4611
IndiGo,Kolkata,Banglore,1,9,6,8,10,4,50,13,0,5069
GoAir,Banglore,Delhi,0,6,6,7,45,2,55,10,40,3898
IndiGo,Mumbai,Hyderabad,0,6,6,12,0,1,30,13,30,2754
Multiple carriers,Delhi,Cochin,1,27,5,15,0,10,30,1,30,6943
Jet Airways,Kolkata,Banglore,1,18,5,5,45,12,30,18,15,14781
Jet Airways,Delhi,Cochin,1,21,5,13,0,6,0,19,0,16079
IndiGo,Banglore,New_Delhi,0,15,3,16,55,2,50,19,45,8033
IndiGo,Banglore,New_Delhi,0,9,3,18,25,2,55,21,20,6860
Multiple carriers,Delhi,Cochin,1,27,3,11,40,7,35,19,15,6953
IndiGo,Banglore,Delhi,0,12,5,7,10,2,55,10,5,4823
IndiGo,Kolkata,Banglore,0,9,4,4,40,2,35,7,15,4174
Jet Airways,Delhi,Cochin,2,27,6,13,25,29,35,19,0,12819
Jet Airways,Kolkata,Banglore,1,15,5,21,10,7,30,4,40,9663
SpiceJet,Kolkata,Banglore,0,3,5,6,55,2,35,9,30,3841
IndiGo,Delhi,Cochin,0,27,6,5,35,3,15,8,50,5000
Air India,Banglore,New_Delhi,2,1,3,5,50,16,20,22,10,13366
Vistara,Mumbai,Hyderabad,1,6,3,21,55,18,50,16,45,12395
Air India,Kolkata,Banglore,1,15,5,16,45,28,20,21,5,7452
Jet Airways,Delhi,Cochin,1,18,5,19,45,23,15,19,0,15554
Jet Airways,Kolkata,Banglore,1,6,5,17,0,22,5,15,5,13067
IndiGo,Kolkata,Banglore,0,1,3,15,10,2,35,17,45,6565
SpiceJet,Mumbai,Hyderabad,0,24,5,5,45,1,30,7,15,1965
SpiceJet,Chennai,Kolkata,0,27,3,9,30,2,35,12,5,3332
IndiGo,Banglore,New_Delhi,1,21,3,5,25,4,45,10,10,6208
Air India,Banglore,New_Delhi,1,18,3,13,50,28,50,18,40,11161
Air India,Kolkata,Banglore,2,12,6,10,0,27,45,13,45,12224
Jet Airways,Kolkata,Banglore,1,1,5,18,55,17,5,12,0,9663
Jet Airways,Banglore,New_Delhi,1,18,3,8,55,6,20,15,15,12284
Air India,Delhi,Cochin,1,27,5,17,20,16,5,9,25,7480
Jet Airways,Delhi,Cochin,1,6,3,19,15,9,10,4,25,17024
Jet Airways,Kolkata,Banglore,1,6,6,20,25,22,45,19,10,14151
IndiGo,Kolkata,Banglore,0,21,6,17,15,2,35,19,50,4804
IndiGo,Delhi,Cochin,1,18,5,16,0,5,0,21,0,6069
Vistara,Banglore,New_Delhi,1,21,3,6,40,15,15,21,55,6065
Jet Airways,Kolkata,Banglore,1,18,5,20,25,13,20,9,45,14151
Jet Airways,Kolkata,Banglore,1,24,3,18,55,17,5,12,0,14231
Vistara,Mumbai,Hyderabad,1,6,3,15,40,17,45,9,25,12395
IndiGo,Delhi,Cochin,1,24,4,2,0,5,25,7,25,5636
Air India,Delhi,Cochin,1,6,4,17,40,5,20,23,0,5232
Jet Airways,Delhi,Cochin,1,1,6,14,0,14,25,4,25,14714
IndiGo,Chennai,Kolkata,0,6,5,7,55,2,20,10,15,3850
Air India,Delhi,Cochin,1,27,5,17,40,15,55,9,35,7258
Jet Airways,Banglore,New_Delhi,1,6,3,21,25,22,55,20,20,17471
SpiceJet,Banglore,Delhi,0,9,5,21,10,2,55,0,5,4423
IndiGo,Mumbai,Hyderabad,0,18,6,21,20,1,30,22,50,2227
Multiple carriers,Delhi,Cochin,1,24,6,10,0,15,30,1,30,13377
Jet Airways,Banglore,Delhi,0,12,6,8,20,3,0,11,20,8016
Air India,Banglore,New_Delhi,1,9,3,6,50,26,0,8,50,5626
IndiGo,Banglore,New_Delhi,0,21,3,16,55,2,50,19,45,6860
IndiGo,Delhi,Cochin,1,1,6,18,35,6,55,1,30,6628
Jet Airways,Delhi,Cochin,1,6,6,13,0,23,35,12,35,11627
SpiceJet,Kolkata,Banglore,0,9,6,17,10,2,30,19,40,4174
Jet Airways,Delhi,Cochin,1,1,6,18,15,10,10,4,25,14714
Jet Airways,Kolkata,Banglore,1,12,5,9,35,11,30,21,5,14151
Jet Airways,Delhi,Cochin,1,27,5,16,0,27,0,19,0,12898
Jet Airways,Delhi,Cochin,1,18,5,21,50,6,35,4,25,12373
IndiGo,Banglore,Delhi,0,18,6,10,10,2,50,13,0,3943
Air Asia,Kolkata,Banglore,2,9,6,15,10,8,20,23,30,7870
Jet Airways,Banglore,Delhi,0,18,6,18,55,3,5,22,0,8016
Air India,Delhi,Cochin,2,15,5,13,5,20,20,9,25,10975
IndiGo,Chennai,Kolkata,0,27,5,7,55,2,20,10,15,3850
IndiGo,Kolkata,Banglore,0,18,6,20,25,2,45,23,10,4804
Jet Airways,Delhi,Cochin,1,9,3,20,50,7,35,4,25,15554
SpiceJet,Kolkata,Banglore,0,18,3,6,55,2,40,9,35,4465
Jet Airways,Kolkata,Banglore,1,9,6,21,10,12,55,10,5,11841
Multiple carriers,Delhi,Cochin,1,9,3,8,0,11,15,19,15,19332
SpiceJet,Kolkata,Banglore,0,21,6,17,10,2,30,19,40,3841
IndiGo,Banglore,Delhi,0,12,4,10,10,2,50,13,0,4591
IndiGo,Kolkata,Banglore,1,24,5,15,15,4,50,20,5,5192
Jet Airways,Delhi,Cochin,1,9,6,18,15,18,20,12,35,10577
Jet Airways,Delhi,Cochin,2,18,5,19,30,8,55,4,25,15129
Multiple carriers,Delhi,Cochin,1,6,6,6,0,13,0,19,0,11789
Air India,Delhi,Cochin,1,15,6,21,0,10,40,7,40,8372
Multiple carriers,Delhi,Cochin,1,9,5,6,0,13,15,19,15,8266
Jet Airways,Kolkata,Banglore,1,6,5,6,30,13,20,19,50,14781
Vistara,Banglore,Delhi,0,21,4,17,0,2,35,19,35,5613
Jet Airways,Banglore,Delhi,0,24,4,15,15,2,55,18,10,7229
IndiGo,Delhi,Cochin,1,24,6,8,30,12,30,21,0,6093
Jet Airways,Delhi,Cochin,2,21,5,5,30,7,5,12,35,15544
GoAir,Delhi,Cochin,1,18,5,7,25,6,10,13,35,6296
IndiGo,Kolkata,Banglore,0,27,4,9,35,2,45,12,20,4804
Air Asia,Banglore,New_Delhi,0,18,3,5,50,2,50,8,40,4284
IndiGo,Delhi,Cochin,1,21,3,7,35,14,45,22,20,6558
IndiGo,Delhi,Cochin,1,24,6,21,50,5,45,3,35,5775
SpiceJet,Chennai,Kolkata,0,21,6,8,20,2,15,10,35,3543
Jet Airways,Delhi,Cochin,1,6,3,9,55,8,55,18,50,17024
Jet Airways,Mumbai,Hyderabad,0,9,6,7,5,1,25,8,30,4050
Air India,Mumbai,Hyderabad,2,6,3,6,0,33,15,15,15,14219
Jet Airways,Banglore,New_Delhi,1,1,3,11,40,6,45,18,25,26890
Air India,Delhi,Cochin,2,15,6,19,45,23,30,19,15,9653
IndiGo,Banglore,Delhi,0,21,6,6,5,2,45,8,50,3943
Jet Airways,Kolkata,Banglore,1,18,5,14,5,26,15,16,20,10844
Jet Airways,Kolkata,Banglore,1,1,4,21,10,7,30,4,40,8849
IndiGo,Mumbai,Hyderabad,0,12,6,1,40,1,30,3,10,2754
Air India,Delhi,Cochin,2,21,3,6,50,36,25,19,15,10756
Jet Airways,Kolkata,Banglore,1,21,5,17,0,28,5,21,5,14151
Jet Airways,Kolkata,Banglore,1,12,6,8,25,12,20,20,45,9899
Jet Airways,Delhi,Cochin,1,21,3,22,0,6,25,4,25,12242
Jet Airways,Delhi,Cochin,2,9,6,19,30,17,5,12,35,10368
IndiGo,Mumbai,Hyderabad,0,24,5,9,10,1,30,10,40,5755
Jet Airways,Delhi,Cochin,1,15,6,18,15,10,10,4,25,10262
SpiceJet,Kolkata,Banglore,1,6,6,8,35,8,40,17,15,6643
Multiple carriers Premium economy,Delhi,Cochin,1,21,3,7,30,13,30,21,0,9845
Jet Airways,Kolkata,Banglore,1,24,3,18,55,17,5,12,0,11134
SpiceJet,Delhi,Cochin,1,1,6,6,5,5,15,11,20,5583
IndiGo,Delhi,Cochin,1,15,5,16,0,5,0,21,0,6069
Jet Airways,Banglore,New_Delhi,1,12,3,5,45,14,35,20,20,13817
Air India,Delhi,Cochin,2,6,3,5,0,38,15,19,15,10283
Air India,Kolkata,Banglore,1,24,3,9,50,11,15,21,5,7795
Multiple carriers,Delhi,Cochin,1,9,3,0,20,7,20,7,40,13977
Jet Airways,Delhi,Cochin,2,1,6,6,45,21,40,4,25,10919
IndiGo,Kolkata,Banglore,0,3,3,20,25,2,40,23,5,6038
IndiGo,Delhi,Cochin,0,21,5,5,35,3,15,8,50,5601
IndiGo,Delhi,Cochin,1,9,3,7,30,13,30,21,0,12351
Air India,Delhi,Cochin,0,15,4,5,10,2,50,8,0,6094
Multiple carriers,Delhi,Cochin,1,15,5,10,35,8,40,19,15,7575
Jet Airways,Delhi,Cochin,1,27,5,21,50,6,35,4,25,16079
Jet Airways,Delhi,Cochin,1,15,6,19,15,23,45,19,0,10262
Air Asia,Delhi,Cochin,1,9,6,16,45,5,40,22,25,13470
Jet Airways,Banglore,Delhi,0,27,6,11,10,2,55,14,5,8016
Jet Airways,Delhi,Cochin,1,9,3,18,15,24,35,18,50,16289
Jet Airways,Delhi,Cochin,1,6,6,19,45,8,40,4,25,10262
IndiGo,Banglore,Delhi,0,27,6,18,25,2,55,21,20,4823
Vistara,Banglore,Delhi,0,9,4,9,45,2,50,12,35,5403
Jet Airways,Delhi,Cochin,1,18,5,17,30,25,30,19,0,12373
SpiceJet,Mumbai,Hyderabad,1,6,3,14,10,8,15,22,25,13552
Jet Airways,Kolkata,Banglore,1,9,5,8,25,12,20,20,45,10844
Air India,Mumbai,Hyderabad,2,6,3,9,40,14,5,23,45,22619
Multiple carriers,Delhi,Cochin,1,27,5,10,35,8,40,19,15,8625
IndiGo,Banglore,New_Delhi,0,24,3,6,0,2,45,8,45,4777
IndiGo,Delhi,Cochin,0,21,6,5,35,3,15,8,50,5000
Jet Airways,Delhi,Cochin,2,6,3,19,10,24,35,19,45,21954
Jet Airways,Delhi,Cochin,1,3,6,11,30,16,55,4,25,11627
Jet Airways,Kolkata,Banglore,1,24,5,14,5,14,35,4,40,13731
IndiGo,Banglore,Delhi,0,3,4,22,10,2,50,1,0,3943
Jet Airways,Banglore,New_Delhi,1,21,3,8,55,14,5,23,0,6992
Jet Airways,Kolkata,Banglore,1,6,5,18,55,9,45,4,40,13941
